RowNumber,CustomerID,Surname,CreditScore,Country,Gender,Married,Age,Dependents,NumBankAccts,HasCrCard,EmergingMarketFund,RealEstate,PrivateEquity,GovtBonds,CorpBonds,ETF Tech,ETF Health,ETF Med,EstimatedSalary,Mortgage,Risk Profile,Debt,Net Assets,Portfolio Return,Diversification,BusinessOwner,Revenue,Margin,LifeInsurance,NumTransactions,LastTransactionDate,LastTransactionAmt,ForeignAssets,NumProducts,Churn,Discount,Retention,CLV
1650,15569423,Cunningham,731,Spain,Male,0,41,0,2,1,0,0,0,1,1,0,1,0,22299,0,0.4,39376,73923,0.1105,0.4286,1,25937.76,0.04,0,5,10/4/2017,3431.1,0.18,6,1,0.61,,
1651,15718106,Kelley,625,France,Male,1,34,5,2,0,0,0,1,0,0,1,0,0,197283,0,0.24,0,33337,0.1563,0.1375,1,53527.98,0.09,0,4,2/16/2016,2046.5,0,5,0,0.68,,
1652,15585067,Wilson,634,Spain,Male,1,31,4,1,1,0,0,1,1,1,0,0,0,179486,1,0.05,913,60055,0.1743,0.2813,0,60646.22,0.07,1,8,5/10/2018,2306,0.13,6,1,0.53,,
1653,15675501,Woods,616,France,Male,0,59,1,1,1,0,0,0,0,0,0,1,1,17699,0,0.36,0,94004,0.1637,0.3013,0,74006.59,0.1,1,10,10/21/2018,9340.3,0.26,6,1,0.44,,
1654,15633233,McFarland,500,France,Male,1,56,2,1,1,1,0,0,1,1,0,0,1,118491,1,0.23,40378,92070,0.1384,0.3373,1,8388.51,0.05,0,9,4/26/2015,1887.5,0.05,4,1,0.75,,
1655,15667134,Cisneros,446,France,Male,1,32,2,2,0,0,0,1,0,1,1,1,0,133293,0,0.04,5457,99578,0.1495,0.339,1,27437.09,0.03,0,6,1/4/2019,6602.7,0.21,2,1,0.72,,
1656,15659105,Borchgrevink,669,France,Female,0,47,0,1,1,0,0,0,1,0,0,0,0,58170,0,0.5,31877,61736,0.0938,0.2609,1,23110.01,0.1,0,5,6/3/2018,6651.9,0.01,2,1,0.74,,
1657,15575409,Rozhkova,581,Germany,Male,1,31,4,1,1,0,0,0,0,1,1,1,0,107137,0,0.29,38855,95853,0.171,0.4178,0,31560.57,0.1,0,6,4/9/2019,519.2,0.11,3,0,0.45,,
1658,15752342,Bradley,704,Germany,Female,1,54,5,3,1,1,0,1,1,1,0,0,0,145071,1,0.36,27862,41114,0.1755,0.1015,1,23470.5,0.04,0,10,5/2/2016,2073.6,0.18,4,1,0.16,,
1659,15654851,Obialo,748,France,Male,1,44,1,1,0,1,0,1,0,0,0,1,0,85495,0,0.04,0,69298,0.1184,0.4038,0,25228.25,0.07,1,4,5/9/2018,9027,0.37,4,1,0.16,,
1660,15741429,Hudson,680,Spain,Female,1,31,5,2,1,0,0,1,1,1,0,1,1,101139,0,0.39,15641,64720,0.1768,0.2227,0,96623.5,0.13,1,7,11/4/2018,4383.7,0,4,0,0.47,,
1661,15682356,Veltri,655,France,Female,0,37,1,2,1,0,0,1,0,0,0,1,1,10511,0,0.27,0,75006,0.1199,0.3842,0,15439.33,0.07,0,9,12/29/2017,7124.9,0,2,1,0.23,,
1662,15806447,Mazzanti,690,Germany,Male,1,32,3,2,1,1,0,1,0,1,1,1,0,137916,0,0.35,32414,87063,0.1093,0.3373,1,97433.27,0.11,1,6,9/2/2016,9736,0.07,4,0,0.48,,
1663,15800229,Thorpe,695,Germany,Male,1,40,2,1,0,1,0,1,0,1,0,0,1,193383,0,0.1,31825,44709,0.1197,0.4439,0,17736.33,0.03,1,9,5/9/2015,6258.9,0,5,0,0.05,,
1664,15663441,Golibe,700,Germany,Female,1,40,3,1,1,1,0,0,1,0,0,1,1,189827,1,0.09,6119,48948,0.1635,0.1335,1,36787.16,0.05,0,10,3/26/2015,4885.6,0.04,6,0,0.47,,
1665,15791991,Udinesi,773,France,Male,1,52,5,1,0,1,0,1,1,1,0,1,0,144113,0,0.49,16242,68655,0.1478,0.1705,0,81712.77,0.12,1,6,10/28/2018,2088.6,0,3,1,0.73,,
1666,15775082,Stewart,749,France,Male,1,42,3,2,0,1,0,0,1,0,0,1,1,143539,0,0.24,30460,67025,0.1185,0.3485,1,24813.09,0.08,1,7,8/28/2016,9698.8,0,4,1,0.08,,
1667,15579706,Curtis,611,France,Female,1,46,0,1,1,1,0,1,0,1,1,0,1,77677,1,0.18,24070,33192,0.1453,0.3088,1,21908.56,0.05,0,7,10/18/2018,6484.4,0.47,6,1,0.47,,
1668,15718247,Hayden,606,Spain,Female,1,46,3,2,1,0,1,0,1,0,0,0,0,183718,0,0.09,0,52115,0.1576,0.1534,1,61556.63,0.08,1,3,7/5/2017,517.9,0.17,4,0,0.38,,
1669,15755722,H?,554,France,Male,1,24,1,1,0,0,0,1,1,0,0,1,1,92181,0,0.09,2786,65649,0.1619,0.1394,0,19436.63,0.08,0,2,11/20/2017,3780.5,0.02,5,0,0.15,,
1670,15582259,Campbell,567,France,Female,0,37,1,2,1,0,0,0,0,0,1,1,0,28691,0,0.28,40942,94196,0.091,0.3034,0,31772.68,0.03,1,7,4/15/2018,8495.3,0.41,6,0,0.54,,
1671,15716994,Green,559,Spain,Male,1,24,1,1,1,0,1,1,1,1,0,0,1,85891,1,0.23,0,76600,0.089,0.3627,0,37836.11,0.12,0,3,4/28/2017,8510.9,0,4,0,0.63,,
1672,15586880,P'eng,594,Germany,Male,0,41,0,2,1,0,1,0,1,0,1,0,0,42050,0,0.15,44850,74087,0.1235,0.3734,0,44849.89,0.06,1,1,9/5/2017,6891.5,0.22,5,1,0.56,,
1673,15713854,Cremonesi,513,France,Female,1,37,3,2,1,1,0,1,0,1,1,0,1,110142,0,0.14,44652,90244,0.1798,0.3801,1,60589.59,0.12,0,8,10/25/2017,8965.7,0,1,0,0.46,,
1674,15780835,Liang,652,Germany,Female,1,26,5,1,1,1,0,0,1,1,0,0,0,179270,0,0.06,10116,29007,0.0855,0.4758,1,15375.63,0.06,1,1,2/2/2017,9550.4,0.2,3,0,0.1,,
1675,15675896,Gough,680,Germany,Female,1,42,1,1,1,1,1,0,0,1,0,1,1,90558,1,0.48,25325,31157,0.094,0.3789,0,23869.38,0.06,1,10,12/4/2017,3298.6,0,1,0,0.57,,
1676,15658459,Bates,784,Spain,Male,1,33,5,2,1,1,0,1,1,1,0,0,1,162022,0,0.03,32819,98595,0.1105,0.2632,1,26809.36,0.04,0,7,2/6/2017,9246.5,0.06,1,0,0.51,,
1677,15658057,Padovesi,812,Spain,Female,1,44,0,3,1,1,0,1,1,0,1,1,0,66927,1,0.4,0,79905,0.0858,0.2469,0,31752.53,0.04,0,7,11/2/2018,6254,0.34,2,1,0.5,,
1678,15801767,Yin,784,Spain,Female,1,40,3,2,1,1,0,0,1,1,0,0,0,108891,0,0.39,38269,20181,0.1164,0.2477,0,35492.71,0.04,0,10,3/15/2017,5341.4,0.35,2,0,0.27,,
1679,15569178,Kharlamov,570,France,Female,1,18,1,1,1,1,1,0,0,0,0,1,0,71812,0,0.21,0,77027,0.0967,0.2694,0,91329.89,0.11,0,5,9/26/2017,9772.9,0,5,1,0.49,,
1680,15731478,Nicholls,712,France,Female,1,42,0,1,0,1,1,0,0,0,1,0,0,92224,0,0.35,40651,92180,0.1095,0.2984,0,38024.92,0.11,0,1,3/31/2019,8017.5,0.45,1,0,0.7,,
1681,15811236,Burns,705,Spain,Male,1,39,0,1,1,1,1,1,0,1,0,0,0,78066,0,0.22,41846,22054,0.1638,0.2963,0,15042.8,0.05,1,8,1/27/2015,4261.8,0.32,2,1,0.22,,
1682,15746749,Fleming,681,Spain,Female,0,32,0,2,1,1,1,1,1,1,1,0,1,59680,0,0.11,32220,71340,0.1351,0.3511,0,25643.91,0.05,1,8,1/13/2017,9238.6,0,4,1,0.73,,
1683,15662758,Watson,620,France,Male,1,41,1,1,1,0,0,1,1,0,0,1,1,85000,0,0.19,1612,29793,0.1467,0.2688,0,15286.8,0.05,0,3,2/22/2017,6444.9,0.09,5,0,0.43,,
1684,15709387,Obiajulu,711,France,Male,1,52,2,1,1,0,0,1,0,0,0,1,0,159809,0,0.23,3349,68357,0.1737,0.2776,1,22360.42,0.03,1,7,4/6/2018,7194.1,0.38,6,0,0.09,,
1685,15572093,Han,613,France,Female,1,24,2,1,1,1,0,0,1,1,0,1,1,129001,0,0.27,0,69022,0.173,0.139,1,45375.66,0.11,0,3,3/14/2017,6140.6,0.19,1,0,0.27,,
1686,15713826,Ferguson,613,Germany,Female,1,20,4,1,0,0,1,1,0,1,1,1,0,113558,1,0.13,13570,90083,0.0827,0.111,0,85217.5,0.12,0,2,10/7/2016,4980.7,0.12,3,0,0.49,,
1687,15570205,Tao,682,Spain,Male,1,36,2,2,1,0,0,0,1,0,0,0,0,147759,0,0.2,0,98015,0.0971,0.2709,1,26210.54,0.05,1,2,12/2/2016,4199.6,0.24,4,1,0.36,,
1688,15589348,Le Grand,850,Spain,Male,0,37,0,1,1,1,0,0,1,1,1,1,1,28866,0,0.11,35579,39111,0.1217,0.357,1,23056.82,0.07,1,3,5/12/2015,5986.8,0,2,1,0.11,,
1689,15804610,Valdez,601,France,Female,1,41,5,2,0,0,1,1,1,1,1,0,1,160607,0,0.27,43430,59346,0.134,0.1881,0,58863.34,0.07,1,3,1/7/2018,3486.9,0,3,0,0.38,,
1690,15700854,Cunningham,595,Spain,Male,1,35,3,1,1,1,0,1,0,1,1,0,1,100016,1,0.4,12104,45868,0.1247,0.2567,1,99261.28,0.1,0,9,10/19/2016,3536.5,0.4,2,1,0.03,,
1691,15758836,Godfrey,675,Spain,Male,0,36,0,2,0,0,1,1,0,0,0,1,0,54479,0,0.41,1776,22370,0.0834,0.2841,1,8125.26,0.03,1,3,6/1/2018,7608,0.14,2,1,0.39,,
1692,15772933,Mai,591,Spain,Male,1,31,3,1,1,1,0,1,0,1,0,1,1,141677,0,0.29,6657,97661,0.1076,0.3982,0,96467.43,0.11,1,7,3/26/2019,3990.2,0,6,0,0.24,,
1693,15809006,Walker,602,France,Male,1,23,0,2,0,1,1,0,1,0,1,0,1,84078,0,0.03,0,24455,0.1148,0.2255,1,77958.12,0.12,0,5,6/8/2015,1302.5,0.27,4,0,0.65,,
1694,15689612,Pirozzi,554,Spain,Female,1,34,3,1,0,1,1,0,1,0,1,1,0,106981,0,0.11,18363,96123,0.1412,0.2585,1,23044.45,0.07,1,7,12/15/2015,6574.2,0.21,6,0,0.4,,
1695,15744614,Feng,541,France,Male,1,37,0,1,1,1,0,0,0,1,0,0,1,73551,0,0.32,34819,33275,0.0871,0.2638,0,27262.12,0.04,1,3,11/30/2017,4053.1,0.23,6,0,0.47,,
1696,15704250,Akabueze,506,France,Male,1,34,4,2,0,1,1,0,0,0,0,0,1,115842,0,0.39,38811,75704,0.1283,0.3439,1,75049.73,0.11,0,6,9/21/2016,2044.3,0.21,5,1,0.1,,
1697,15700255,Robson,814,Germany,Male,1,44,3,2,0,0,0,1,1,0,0,0,0,107014,0,0.44,34212,70411,0.0952,0.4784,0,44501.15,0.1,0,4,1/1/2015,7476.6,0.19,1,1,0.18,,
1698,15669410,Yevdokimova,683,France,Male,0,30,0,2,0,0,0,1,1,0,0,0,0,24939,0,0.26,34908,47777,0.1,0.4539,0,5755.57,0.05,0,1,9/25/2016,9057.3,0,6,0,0.09,,
1699,15807595,Ijendu,485,Germany,Male,0,51,1,2,1,1,1,0,1,0,1,0,0,51113,0,0.05,0,93646,0.1773,0.1433,1,14538.87,0.04,0,8,8/14/2018,6395.4,0.1,3,1,0.36,,
1700,15664523,Colombo,696,Germany,Female,0,31,1,2,1,1,0,1,0,1,1,1,0,33829,0,0.14,7644,23497,0.1192,0.277,1,32544.35,0.09,0,9,5/1/2015,7262.1,0.01,6,0,0.24,,
1701,15642833,Akubundu,608,France,Female,1,30,3,2,1,0,1,1,0,0,0,0,0,128876,0,0.39,27901,35486,0.1389,0.3761,1,72117.15,0.1,0,9,9/23/2017,5513.1,0.48,1,0,0.13,,
1702,15605279,Francis,792,France,Male,1,50,3,4,1,1,1,1,1,1,1,0,0,194701,1,0.18,0,71089,0.1483,0.3785,1,19658.65,0.05,1,6,3/26/2019,2583.5,0,5,1,0.26,,
1703,15713644,Marshall,686,Spain,Male,1,22,5,2,1,0,0,0,1,1,1,0,1,158974,0,0.03,27220,48119,0.0865,0.4306,0,13084.63,0.03,0,2,12/8/2018,4858.3,0.17,2,1,0.51,,
1704,15750466,Rhodes,790,Germany,Male,1,42,5,1,1,1,0,0,1,0,1,1,0,198183,0,0.39,15565,74312,0.1591,0.3214,1,58774.07,0.08,0,3,8/9/2015,6812.9,0.27,5,1,0.41,,
1705,15739054,Y?,654,France,Female,1,29,3,1,0,0,0,0,1,1,1,1,0,141404,0,0.45,34060,77746,0.1353,0.2233,1,56988.58,0.06,1,3,5/1/2015,7804.3,0.04,3,1,0.51,,
1706,15612771,Bell,452,France,Male,0,35,1,1,1,0,0,1,0,0,0,0,1,4176,0,0.07,37991,86147,0.1248,0.4313,0,44564.17,0.13,1,9,11/3/2015,9734.2,0,4,1,0.56,,
1707,15788483,Kerr,719,Spain,Male,1,38,3,1,1,1,0,1,1,1,1,0,1,126876,0,0.05,36142,39420,0.0917,0.3189,0,32395.59,0.11,0,8,8/21/2017,7569.6,0.21,2,1,0.62,,
1708,15732832,Jideofor,707,France,Female,0,40,1,2,1,1,0,1,1,0,1,0,0,41053,0,0.49,0,82642,0.1615,0.1615,0,48152.03,0.06,0,4,11/3/2015,2153.9,0.08,2,1,0.32,,
1709,15772892,Robertson,699,France,Female,1,49,4,1,0,0,0,1,1,0,1,1,0,105760,0,0.41,30213,40089,0.0851,0.423,1,84878.75,0.11,0,8,3/14/2016,1591.9,0,1,0,0.29,,
1710,15713843,Kao,850,Spain,Male,0,30,0,2,0,0,0,0,0,1,0,0,0,27937,0,0.27,0,96837,0.0955,0.2835,0,31181.85,0.04,1,5,5/28/2017,635,0,4,0,0.68,,
1711,15567993,Palmer,828,Spain,Male,1,28,1,1,1,0,0,0,1,1,1,0,1,79356,0,0.02,26336,96235,0.1586,0.3788,0,104356.31,0.12,0,9,4/11/2018,4236.5,0,4,1,0.48,,
1712,15617603,Mackay,850,Germany,Male,1,30,3,2,1,1,1,0,1,1,1,0,0,102180,0,0.09,4365,43223,0.1283,0.1962,0,91956.61,0.11,1,4,4/6/2019,3401.2,0.01,4,0,0.64,,
1713,15744983,Burgmann,712,Spain,Male,1,47,0,1,1,1,1,0,1,0,1,1,1,95720,0,0.3,1051,70664,0.1021,0.2512,1,84538.67,0.11,1,4,4/2/2016,3176.7,0.14,2,0,0.47,,
1714,15630419,Davis,634,France,Male,0,44,1,1,1,1,1,0,0,0,0,0,1,57122,0,0.26,2221,39885,0.1286,0.2071,1,34413.37,0.11,0,4,12/4/2016,1358.5,0,5,0,0.37,,
1715,15738828,Milano,730,Germany,Male,1,45,4,1,0,0,0,1,0,1,1,1,0,162478,0,0.08,40841,74527,0.0876,0.4313,0,86462.92,0.1,0,1,5/10/2018,3500.1,0,5,1,0.69,,
1716,15778025,Dellucci,685,Germany,Male,1,43,4,2,0,0,1,1,0,1,0,0,0,194809,0,0.02,0,62541,0.1418,0.3155,0,98879.09,0.12,1,10,2/3/2017,5023.4,0.08,3,0,0.09,,
1717,15799479,Coles,809,Spain,Male,1,33,3,1,1,0,0,1,0,1,0,0,1,124046,0,0.26,39623,81374,0.1159,0.1045,0,29309.51,0.12,1,1,4/28/2016,8707.9,0.01,5,0,0.31,,
1718,15684269,Gray,707,Spain,Female,0,35,0,1,1,1,1,0,1,1,0,0,1,17987,1,0.47,0,65062,0.1519,0.2985,1,47161.84,0.11,0,10,12/11/2015,3665.2,0,1,1,0.25,,
1719,15762745,Macvitie,648,Spain,Male,1,32,2,1,1,0,0,1,0,0,0,1,0,133653,0,0.01,26028,97788,0.1646,0.1761,1,67489.54,0.11,0,4,4/1/2018,7197.9,0.21,1,0,0.32,,
1720,15746970,Townsend,760,Spain,Female,0,57,1,2,1,1,0,1,1,0,1,1,0,25101,0,0.1,27008,62479,0.1414,0.1611,0,40132.43,0.12,1,10,5/29/2016,8890.4,0.11,2,1,0.65,,
1721,15725024,Pope,805,Germany,Female,0,33,1,2,0,1,0,0,0,0,0,1,1,33331,0,0.32,42298,38563,0.1024,0.4261,1,49927.7,0.08,1,2,4/21/2019,7611.7,0,1,1,0.42,,
1722,15592116,Jensen,585,France,Female,0,39,1,2,1,0,0,0,1,1,1,1,1,2401,0,0.24,12375,66754,0.1717,0.2208,1,89076.61,0.09,0,2,11/23/2015,5324.5,0,6,0,0.27,,
1723,15624391,Thomson,595,Spain,Female,1,30,4,1,1,1,1,1,1,0,0,1,0,178361,0,0.28,29882,85573,0.1695,0.2275,1,30311.57,0.06,1,5,11/18/2016,3521.2,0,6,0,0.34,,
1724,15567422,Chiazagomekpele,630,France,Male,1,42,3,2,1,0,1,1,1,0,1,0,1,162698,0,0.42,7924,50488,0.1711,0.4036,0,25859.28,0.11,0,3,8/6/2015,5771.6,0.27,2,0,0.57,,
1725,15612627,Ozuluonye,627,Germany,Male,1,29,0,2,1,0,1,0,1,0,1,0,0,80607,0,0.18,17143,45423,0.1232,0.4469,0,7501.11,0.07,0,10,2/21/2018,5147.4,0,3,0,0.09,,
1726,15574879,Wright,631,Germany,Female,0,37,1,2,0,0,1,0,1,1,1,0,0,23147,0,0.09,43346,22436,0.0907,0.155,1,42403.95,0.09,1,4,1/15/2016,6239,0.3,2,1,0.22,,
1727,15745107,Lung,776,Germany,Male,1,38,1,1,0,0,1,1,0,0,1,0,1,89894,0,0.03,28358,39424,0.1459,0.1337,1,30853.3,0.11,1,3,12/9/2016,546,0,4,1,0.43,,
1728,15734491,Lombardo,676,Spain,Female,0,36,0,2,1,0,0,0,1,1,0,0,1,3173,0,0.25,44481,33669,0.1087,0.4284,1,17350.62,0.08,1,2,7/17/2015,2230.8,0.44,5,1,0.49,,
1729,15675320,Leonard,758,Spain,Female,1,40,4,2,0,1,0,0,1,0,1,1,1,123219,0,0.47,22298,26333,0.0804,0.3435,0,84926.81,0.12,0,4,2/27/2017,2437.3,0,3,0,0.07,,
1730,15643824,Johnston,637,France,Male,1,33,1,2,0,0,0,0,1,1,0,0,0,74588,0,0.37,14320,59226,0.1033,0.311,0,24198,0.05,1,7,2/26/2017,2466.3,0.23,3,1,0.5,,
1731,15643438,P'eng,850,France,Male,0,20,1,2,1,0,1,1,1,1,1,1,1,31289,0,0.02,25404,64091,0.1725,0.4714,0,10840.85,0.04,0,10,3/29/2017,7924.7,0,6,0,0.42,,
1732,15721730,Amechi,601,Spain,Female,0,44,1,2,1,0,1,0,0,0,1,1,0,58561,0,0.44,17596,23790,0.1703,0.4097,1,56375.47,0.08,0,5,2/12/2018,6267.9,0.29,2,1,0.34,,
1733,15680727,Fang,735,France,Male,1,49,5,1,1,0,1,1,0,0,0,0,0,148804,0,0.12,3528,84011,0.1635,0.1989,1,22391.22,0.09,0,10,1/9/2018,7785.2,0,1,0,0.38,,
1734,15752508,Docherty,614,Germany,Male,0,32,1,2,1,1,1,0,1,0,0,0,0,51117,0,0.14,24513,45966,0.1344,0.339,1,87251.3,0.11,1,7,5/30/2016,3778.1,0,2,1,0.47,,
1735,15808846,Horton,672,Germany,Female,1,21,5,2,1,0,1,1,0,0,0,0,1,164537,0,0.03,9813,30538,0.1284,0.2797,0,22440.55,0.04,1,1,6/3/2018,1297.2,0,2,1,0.52,,
1736,15727251,Vincent,642,France,Male,1,30,1,1,0,1,1,1,1,0,0,0,1,61978,0,0.08,35828,54377,0.1235,0.388,1,100282.8,0.11,0,9,11/11/2016,9528.6,0.3,6,1,0.35,,
1737,15663489,Onio,633,Germany,Female,1,29,3,1,1,1,0,0,1,1,1,0,0,193363,0,0.05,23763,62324,0.0863,0.1703,0,49003.36,0.05,0,5,4/21/2019,7940.4,0.47,5,1,0.32,,
1738,15683677,Schiavone,769,Spain,Male,0,39,0,1,1,0,0,0,1,0,1,0,0,47723,0,0.42,7235,50268,0.1172,0.2861,0,8102.08,0.05,1,4,8/1/2018,6627.3,0.28,6,1,0.3,,
1739,15596414,Chandler,796,Spain,Male,0,41,1,1,1,0,0,1,1,1,0,0,1,18510,0,0.26,31483,93720,0.1165,0.1745,0,58013.31,0.1,0,8,8/17/2018,6481.1,0,2,0,0.14,,
1740,15730639,Fiorentino,715,France,Male,1,23,1,2,1,1,0,1,1,1,1,1,0,65058,0,0.5,32977,84832,0.1649,0.3157,1,93445.73,0.13,0,9,5/25/2016,5410.6,0,2,1,0.17,,
1741,15672132,Butusov,695,France,Female,0,42,0,1,0,1,1,1,0,0,0,1,0,46375,0,0.21,13266,97547,0.1647,0.2237,1,52835.63,0.07,0,1,11/21/2017,1224.8,0.48,3,1,0.65,,
1742,15742638,Wang,747,France,Female,0,25,1,2,0,0,0,1,0,1,1,1,0,42040,0,0.41,7520,26593,0.0823,0.1776,1,15055.22,0.04,1,8,5/16/2018,1842.7,0,3,0,0.55,,
1743,15578603,Alexeieva,584,Germany,Female,1,54,5,1,0,1,0,1,1,0,0,1,1,138193,1,0.23,354,50345,0.1703,0.2961,0,52685.3,0.07,0,9,5/16/2015,3010.1,0,4,0,0.45,,
1744,15726088,Vinogradova,476,France,Male,0,40,1,1,1,1,1,0,0,0,0,0,0,22735,0,0.48,17484,62802,0.1007,0.2009,0,40560.79,0.08,1,5,5/22/2016,3124.1,0,4,1,0.28,,
1745,15682533,Hughes,850,France,Female,1,39,3,1,0,0,1,0,1,0,1,0,1,186911,0,0.41,29544,81885,0.1547,0.1937,0,30521.51,0.11,1,2,11/26/2018,1977.8,0.01,2,0,0.53,,
1746,15772995,Ts'ao,529,France,Male,1,30,0,1,1,1,1,0,1,1,0,0,1,75285,0,0.2,8864,48012,0.1321,0.2996,0,6128.08,0.04,0,6,12/14/2016,3838.5,0.46,4,1,0.31,,
1747,15765694,Bage,584,Spain,Female,1,59,4,1,0,1,1,0,1,1,1,0,0,130260,1,0.08,21217,27702,0.1561,0.3042,0,114557.6,0.12,1,7,2/3/2017,6086.3,0,2,0,0.42,,
1748,15659486,Yudina,586,Germany,Male,0,34,1,1,1,1,1,1,0,0,1,0,1,15035,0,0.28,31236,92088,0.143,0.315,0,24597.22,0.08,0,6,5/1/2017,1070.8,0.16,1,1,0.03,,
1749,15568963,Naquin,674,Germany,Male,1,34,4,1,1,0,0,1,0,0,0,1,0,175709,1,0.42,30504,28695,0.144,0.1333,0,39054.83,0.07,0,8,11/23/2015,5354.8,0.37,6,0,0.66,,
1750,15703820,Endrizzi,552,France,Male,1,42,5,2,1,1,1,0,0,0,1,0,0,101070,1,0.24,26277,34241,0.1516,0.1162,0,80529.22,0.1,0,10,4/20/2019,2031.5,0.3,2,0,0.76,,
1751,15569410,Tang,601,Germany,Female,1,33,3,2,1,1,1,1,0,1,0,0,0,153012,0,0.02,1917,29003,0.156,0.2886,0,5428.27,0.03,1,2,2/11/2016,7270,0.5,1,0,0.52,,
1752,15632256,Schroeder,541,France,Male,1,29,1,1,0,1,0,1,0,1,1,0,1,86174,0,0.2,257,48030,0.1156,0.2889,0,35010.78,0.09,0,5,12/11/2015,2421.7,0.48,3,0,0.56,,
1753,15724466,Swearingen,744,Germany,Female,1,41,5,1,1,0,0,0,1,0,0,1,0,197549,0,0.02,44732,60581,0.1061,0.3747,1,13051.76,0.05,0,3,8/23/2016,9830.7,0,1,1,0.69,,
1754,15777639,McGregor,595,Spain,Female,0,23,1,2,0,1,0,0,0,1,0,0,0,37043,0,0.21,17029,37127,0.1614,0.103,1,30396.98,0.05,0,7,10/17/2016,4182.6,0.39,3,1,0.41,,
1755,15802501,Onyeorulu,724,Germany,Male,1,33,5,2,1,1,1,0,0,1,0,1,0,121086,0,0.32,14638,56909,0.157,0.3079,0,70104.24,0.12,0,6,2/10/2019,647.4,0,5,1,0.22,,
1756,15778410,Clarke,533,Spain,Female,1,52,2,1,0,1,0,1,0,1,0,1,0,194114,1,0.39,41715,25115,0.095,0.158,1,91579.4,0.11,1,1,7/14/2018,9060.6,0.05,2,1,0.45,,
1757,15670702,Smith,618,France,Male,1,37,2,2,0,1,1,1,0,0,0,0,1,101273,0,0.42,0,55379,0.0879,0.2797,0,28967.58,0.05,1,9,12/12/2016,4390,0.08,6,0,0.69,,
1758,15704763,Kozlova,523,Germany,Female,1,39,2,1,1,1,0,1,0,1,0,1,1,118712,1,0.35,9862,70690,0.1018,0.346,1,10387.09,0.04,1,2,8/14/2017,9267.9,0,2,0,0.03,,
1759,15645544,Nekrasov,642,Germany,Female,0,30,1,1,1,1,0,0,1,1,0,0,1,583,0,0.06,19029,42464,0.1246,0.1029,1,11895.33,0.06,0,9,12/29/2017,8946.2,0.09,1,0,0.6,,
1760,15757646,Olague,584,France,Male,1,35,5,2,1,1,1,0,1,0,0,0,0,192381,0,0.32,10211,45618,0.086,0.3963,0,18946.39,0.05,0,10,8/5/2017,8222.8,0.03,6,1,0.28,,
1761,15701121,Holt,521,France,Male,1,38,2,1,0,1,0,1,1,1,0,1,0,136508,1,0.1,23086,48832,0.1337,0.4366,0,14751.14,0.03,1,7,9/29/2017,2700.3,0,3,0,0.52,,
1762,15796313,Olsen,662,France,Female,1,36,3,2,1,1,0,1,0,0,1,0,1,138871,1,0.01,16523,29825,0.1439,0.3948,1,17291.14,0.1,0,7,6/30/2015,4130.1,0.12,3,1,0.3,,
1763,15815660,Mazzi,758,France,Female,1,34,0,1,1,0,0,0,1,0,1,0,0,60729,0,0.32,0,83782,0.1446,0.1288,0,17790.2,0.12,1,2,5/25/2017,3526.7,0.18,3,1,0.66,,
1764,15602844,Niu,717,France,Male,1,38,3,1,0,0,0,0,0,1,0,0,1,189176,0,0.43,12600,23714,0.0984,0.1547,1,85435.96,0.12,0,5,1/22/2019,3899.2,0,2,0,0.59,,
1765,15636238,Graham,611,France,Male,1,40,3,2,1,0,0,0,0,1,1,0,0,102548,0,0.25,22097,29031,0.136,0.1894,1,75810.32,0.1,1,4,7/2/2015,8850.3,0.23,2,1,0.37,,
1766,15770101,Millar,766,Germany,Male,0,43,0,2,1,0,1,0,1,1,1,1,1,36707,0,0.25,0,71685,0.1424,0.4761,0,54057.6,0.11,1,2,2/10/2018,8486.2,0.16,6,0,0.06,,
1767,15645543,Bell,636,France,Female,0,34,1,2,1,1,1,0,1,1,1,0,1,44756,0,0.13,5582,53682,0.1109,0.3671,1,70987.65,0.09,1,4,10/4/2017,5773.6,0,1,1,0.13,,
1768,15596397,Kelly,814,France,Female,1,48,4,2,1,0,1,0,1,1,1,1,1,132870,0,0.01,18564,47229,0.1772,0.439,0,15698.78,0.11,1,6,2/12/2016,586.1,0.23,3,0,0.34,,
1769,15770525,T'an,760,Spain,Male,0,28,0,2,0,1,1,0,1,1,0,0,1,16287,0,0.15,7672,58241,0.1637,0.272,0,43106.5,0.11,0,2,9/18/2016,7371.5,0.11,6,1,0.39,,
1770,15684267,Davila,607,Germany,Male,1,39,4,2,1,0,0,1,0,0,0,0,0,121945,0,0.3,29690,20185,0.0833,0.2312,1,49691.85,0.06,1,8,2/5/2017,9975,0.25,1,0,0.61,,
1771,15689980,Willis,725,Spain,Female,1,36,3,1,0,0,0,1,1,1,0,1,1,131174,1,0.23,20515,92209,0.1444,0.351,0,25675.89,0.06,0,1,6/4/2019,4709.1,0,2,1,0.53,,
1772,15633260,Dumetochukwu,600,France,Male,1,37,1,1,0,1,1,1,0,0,1,1,0,88670,0,0.34,0,66345,0.0992,0.43,1,91957.72,0.1,1,10,11/19/2015,7598.6,0.42,2,1,0.33,,
1773,15756471,Giles,656,Germany,Male,1,27,4,2,1,1,1,1,0,0,0,0,1,160835,0,0.47,20563,27586,0.0921,0.1233,1,97503.17,0.11,1,2,5/6/2016,8248.1,0.23,5,1,0.41,,
